x1,x10,x11,x12,x2,x3,x4,x5,x6,x7,x8,x9,y
-1.33030374697,-0.95556076268,1.73149225888,-0.636065273379,1.04189500827,-1.18023026451,-3.15029503339,1.61759358781,-1.6548200407,-1.65030362324,-0.251022701922,0.340757671187,-7.2790170803
-1.75765482649,1.74379065566,1.52853825699,-1.77362744515,-0.350972916419,0.544399766466,-2.07669597153,-0.231471362739,-1.34414731547,-0.427827767274,0.0940117564389,0.591159138974,-2.10750625346
-0.975447879333,-1.08350924451,0.417905059828,0.475827549189,-0.781480283711,0.275644323701,1.07187878233,-0.673637790628,0.142263511611,0.26950866548,-0.862151280798,-0.063541601551,0.472468552209
1.22678746358,0.456692744124,3.36720598171,-2.13207626129,-0.838622445825,-1.17311634207,-2.84766322826,-0.690899934615,-1.62929486966,-1.95150076833,-0.476003576149,0.417232063994,-6.86376031158
-0.0627162688802,0.823996559911,-1.45033626148,1.27097504298,1.52459790967,-1.84076778821,-0.0696809244512,-0.910943123147,1.05053970857,0.291121362227,-0.711013558111,3.50454978111,-1.2324064413
3.47064096615,1.23608466919,1.19505084085,-1.73963103856,1.38679653451,1.04517160274,-0.909090569882,0.233729514814,0.14065551222,-0.77221517333,0.704361515117,0.715627857566,-0.764460464483
-0.86831920944,0.596695368728,-0.244636908676,-0.265040327392,0.425226172905,0.158867148742,-0.464274892224,1.18169017664,1.02325048433,0.609150229872,-0.483772032908,-1.34614224366,0.028985800181
-0.910395862363,-1.31924332306,-1.47286408109,0.231370686414,2.05622655826,-1.27549761888,0.0489526086607,-0.793222593349,0.444309798788,0.414908230587,0.581961253258,-0.664127996131,-1.56376562853
1.22991968117,0.822331485244,-0.932781623308,0.535005971265,0.811237874724,2.41322760466,-2.86146994651,-0.208426270747,0.286959574387,-0.0488049332245,0.372495014773,-0.770254041137,0.564080073578
-1.09627881211,0.391915463639,0.217967719477,-0.0353580296155,0.649241468459,0.269343930803,1.59351667294,0.62330464503,1.48051471876,0.590396301738,-0.402807373514,0.700284594072,1.48709913562
1.0568196953,0.568547618726,1.26476002366,-2.78261200022,0.344718755291,0.15233666242,-1.95012206975,-2.46999802631,-3.39286911029,-1.82001570148,-0.462377031087,-0.699454337662,-3.51743165868
2.86755483364,0.800571891965,2.87362841217,-2.53698505865,1.06176760177,0.54334281126,-2.66312723932,-0.00687760309865,-3.33294834832,-1.94593889501,-1.14992360166,-1.22840046297,-5.63769173587
-0.402594346626,-0.728807496934,-1.08257147777,1.17758188428,-0.50136993655,1.6537084541,0.742636003163,1.75241485843,1.1351961414,0.909731534194,-0.26609598754,0.56596530416,3.54469167537
0.337170340414,-0.260779484581,0.264870320057,0.55273457579,0.269116207752,0.684757205556,-0.911102682563,0.0637490911696,1.25471376771,0.35357386174,-0.165003958882,0.169560528695,-0.711677938079
-0.600528799881,-0.391758130913,0.763002539834,1.69151203828,-0.583211411674,1.30532161626,0.381551177416,1.51702255264,0.181287377532,0.363699735725,0.110101994421,-0.418057384244,1.16659564221
2.02435680663,-0.749311822422,0.930662220187,-1.60958867317,-1.65737759714,1.58617582766,-1.62425562586,0.877181477317,0.457385856349,-0.976485081666,0.0881770454383,-0.139183709828,-0.00722506662541
-1.63488113512,-0.216214524723,-1.19896944874,0.168836580574,-0.732391694829,-0.575603822335,-0.458428451965,-0.366981280226,0.978361094444,0.832061862397,0.0110828899769,-0.272888515812,0.470814780127
-0.894711565945,-0.0580751430838,0.704030036947,-1.74010508389,-0.155018971217,0.144270156036,0.015691891155,0.152263377984,-0.0660022186204,-0.551451173058,1.27763647126,0.872756031748,-0.046780201386
1.9652346564,1.33211515976,0.220443953147,-0.0325129781953,-0.385880946975,0.0615091653777,-1.79721244073,1.33992032202,-0.0930490266338,-0.491307585625,-0.3548568036,2.66598318482,-0.943109593429
-0.29972322348,-0.0620278173237,1.51484431468,-0.456347689681,0.395260201771,0.0777895472005,-0.590663478608,0.67025238149,-0.301730025442,-0.438438528137,-0.595775902235,0.715039528783,-2.43065262709
-1.51639191939,-0.605503372079,-2.18263852671,1.35158963465,0.535224769411,-2.16952352986,0.37084996843,-0.829456127207,2.7831666961,0.965095241133,-0.469400121889,0.800022022411,-0.329569661809
0.32718038946,-0.0502435954595,-0.446791534431,0.155913386567,-0.485971913397,0.863690896872,-1.2798561218,0.447558286188,-0.954806262213,0.0821519885881,-0.536699590276,-0.109182352288,0.0940255176213
1.097927838,0.0868898539391,0.835325780651,-0.29564886176,-0.463523858117,1.23606037407,0.224196478451,-0.598272762223,-1.90059500782,-0.374403704117,-0.888633886964,-0.957143556919,0.500649349164
-1.16489423771,-0.871405313311,-1.42844788597,2.10573625161,0.396500965131,-0.784565207256,1.26736946977,1.0215805955,0.732494415982,0.642525721642,1.06597091395,-1.23522383661,1.57055138745
-1.80208235567,0.90599524578,-2.67202983082,2.59703421125,1.95550156995,-0.87598622768,1.05877278534,-0.469478369392,2.74200567775,1.55482811026,-0.0556978742009,-0.823477703476,2.12592408733
-1.57845831858,-0.754962905817,0.638502300749,1.46634517637,-0.978914516847,-1.22693958201,0.0917970955066,0.432418609574,1.74361093127,0.367067875009,-0.733148923585,1.58027820415,-1.71993970599
0.0825673603281,0.597285828389,-1.18844327332,1.13494357668,-0.615649720004,0.0868631734575,0.471827631751,0.820248330379,-0.00839239623633,0.186467141486,0.408695656225,-0.265427773256,2.56660773196
